auc_raw,auc_calibrated,brier_raw,brier_calibrated,train_time_s,infer_time_s,n_fit_rows,n_calib_rows,n_test_rows
0.9596189492330394,0.959613802805956,0.06773649781568171,0.06752016461696402,101.92405390739441,13.27709698677063,33715874,3736942,9366765
