ndcg@1,ndcg@3,ndcg@5,precision@1,precision@3,precision@5,recall@1,recall@3,recall@5,coverage@5,train_time_s,infer_time_s,n_train_rows,n_test_rows
0.9699462893317599,0.9295719132203913,0.9177654378315764,0.9699462893317599,0.8156882207835654,0.6973575895269711,0.2962335128571085,0.6056723565461679,0.7751207359824814,0.8461538461538461,144.8087170124054,11.85053300857544,37452816,9366765
