hit_rate@1,ndcg@1,hit_rate@3,ndcg@3,hit_rate@5,ndcg@5,hit_rate@10,ndcg@10,coverage@10,train_time_s,infer_time_s,n_eval_users,n_train_interactions
0.5298079803443064,0.5298079803443064,0.8657408988498726,0.7211562629922549,0.9291091415953469,0.7474157960603128,0.9806433765952444,0.7645910327950813,1.0,58.149075984954834,18.74864935874939,2049686,9658868
